year,month,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,snowfall_sum,sunshine_duration,cloudcover_mean,location
2020,1,-3.767741935483871,-10.358064516129033,-7.293548387096774,43.2,16.996774193548386,22.19,17023.27741935484,68.61290322580645,BABIA_GORA
2020,2,-2.7586206896551726,-8.989655172413793,-5.796551724137931,166.2,22.78620689655172,78.33,15990.304137931034,76.89655172413794,BABIA_GORA
2020,3,0.12903225806451618,-7.570967741935483,-3.729032258064516,55.4,18.23225806451613,24.5,27624.841612903223,55.58064516129032,BABIA_GORA
2020,4,6.4366666666666665,-3.6766666666666667,1.4133333333333333,32.1,15.536666666666667,2.24,42288.24166666667,35.4,BABIA_GORA
2020,5,6.300000000000001,-1.3774193548387097,2.4838709677419355,172.0,17.02258064516129,7.209999999999999,29668.847741935486,71.09677419354838,BABIA_GORA
2020,6,12.576666666666666,5.55,8.95,204.8,15.953333333333335,0.0,30940.019666666667,74.13333333333334,BABIA_GORA
2020,7,14.03225806451613,5.951612903225806,10.135483870967741,139.8,13.509677419354839,0.0,41552.8335483871,61.935483870967744,BABIA_GORA
2020,8,15.648387096774194,8.12258064516129,11.758064516129032,87.8,14.154838709677419,0.0,36596.820967741936,57.41935483870968,BABIA_GORA
2020,9,11.763333333333332,3.7633333333333336,7.6,133.4,13.583333333333334,0.0,29162.852,58.53333333333333,BABIA_GORA
2020,10,5.125806451612903,-0.5580645161290323,2.0193548387096776,143.9,17.516129032258064,14.910000000000002,19582.81,76.29032258064517,BABIA_GORA
2020,11,0.56,-5.416666666666667,-2.8466666666666667,41.1,12.973333333333333,8.89,16538.88233333333,71.43333333333334,BABIA_GORA
2020,12,-2.916129032258065,-7.558064516129033,-5.419354838709677,39.1,16.72258064516129,8.959999999999999,13386.367741935484,73.87096774193549,BABIA_GORA
2021,1,-6.806451612903226,-12.187096774193549,-9.261290322580646,91.2,16.016129032258064,62.089999999999996,11162.31,80.64516129032258,BABIA_GORA
2021,2,-4.05,-11.275,-7.867857142857143,72.5,16.064285714285713,39.339999999999996,14503.5025,72.71428571428571,BABIA_GORA
2021,3,-1.7161290322580647,-9.629032258064516,-5.603225806451612,82.3,15.312903225806451,44.379999999999995,25382.09741935484,64.0,BABIA_GORA
2021,4,0.9,-6.86,-2.95,106.8,16.87333333333333,53.69,29134.964333333333,68.26666666666667,BABIA_GORA
2021,5,7.696774193548387,-0.667741935483871,3.429032258064516,163.4,18.135483870967743,1.47,33537.110322580644,71.03225806451613,BABIA_GORA
2021,6,15.086666666666668,6.496666666666667,10.896666666666667,55.2,13.2,0.0,47574.635,50.53333333333333,BABIA_GORA
2021,7,16.35483870967742,8.712903225806452,12.587096774193547,132.2,13.525806451612903,0.0,40754.146451612905,60.58064516129032,BABIA_GORA
2021,8,12.40967741935484,5.480645161290322,8.87741935483871,236.6,13.95483870967742,0.0,33614.90193548387,66.54838709677419,BABIA_GORA
2021,9,10.133333333333333,2.8433333333333333,6.319999999999999,131.8,13.453333333333335,0.0,29428.025,58.86666666666667,BABIA_GORA
2021,10,5.232258064516128,-1.9387096774193548,1.103225806451613,27.700000000000003,18.361290322580647,2.52,28213.835161290324,54.41935483870968,BABIA_GORA
2021,11,-0.0933333333333333,-5.1066666666666665,-2.996666666666667,74.6,16.603333333333335,17.5,15685.938666666667,74.73333333333333,BABIA_GORA
2021,12,-6.103225806451612,-11.380645161290323,-8.638709677419355,89.8,15.680645161290323,50.61,6521.631935483871,92.64516129032258,BABIA_GORA
2022,1,-6.270967741935484,-11.225806451612904,-8.719354838709679,146.4,19.448387096774194,74.55,9060.10064516129,88.19354838709677,BABIA_GORA
2022,2,-3.917857142857143,-9.128571428571428,-6.539285714285714,118.8,21.62857142857143,70.84,17887.69607142857,77.07142857142857,BABIA_GORA
2022,3,-0.7258064516129031,-11.02258064516129,-5.945161290322581,36.0,12.94516129032258,15.120000000000001,29609.161612903226,41.483870967741936,BABIA_GORA
2022,4,1.4966666666666666,-6.62,-2.2933333333333334,104.10000000000001,16.693333333333335,37.8,25282.64,73.93333333333334,BABIA_GORA
2022,5,10.35483870967742,1.2451612903225806,5.990322580645161,67.6,14.712903225806452,0.0,40194.16483870968,64.03225806451613,BABIA_GORA
2022,6,15.413333333333332,6.46,10.816666666666666,103.0,14.096666666666666,0.0,44981.309,56.666666666666664,BABIA_GORA
2022,7,14.719354838709679,6.564516129032258,10.729032258064517,158.9,14.425806451612903,0.0,39283.010322580645,61.12903225806452,BABIA_GORA
2022,8,15.864516129032259,8.003225806451614,11.816129032258065,122.0,13.058064516129033,0.0,37014.50032258064,58.03225806451613,BABIA_GORA
2022,9,7.763333333333334,1.5633333333333332,4.493333333333334,133.2,14.063333333333333,0.14,24637.440666666665,81.7,BABIA_GORA
2022,10,8.316129032258065,0.5612903225806452,3.9709677419354836,52.3,14.883870967741935,0.0,27665.149032258065,64.90322580645162,BABIA_GORA
2022,11,0.4,-5.7266666666666675,-2.7933333333333334,45.3,13.483333333333333,9.870000000000001,15144.269,76.3,BABIA_GORA
2022,12,-4.451612903225806,-9.435483870967742,-6.851612903225806,113.1,16.34516129032258,61.74,11620.897096774193,89.0,BABIA_GORA
2023,1,-4.096774193548387,-7.793548387096774,-5.961290322580646,115.7,16.983870967741936,65.59,9482.99129032258,93.25806451612904,BABIA_GORA
2023,2,-5.189285714285715,-11.207142857142857,-8.164285714285715,145.2,17.396428571428572,77.07,12841.731785714286,85.0,BABIA_GORA
2023,3,0.7387096774193549,-7.974193548387096,-3.9451612903225803,69.7,19.083870967741937,27.3,24299.60516129032,80.06451612903226,BABIA_GORA
2023,4,2.3766666666666665,-5.276666666666667,-1.53,77.0,15.613333333333333,21.07,22110.571333333333,83.7,BABIA_GORA
2023,5,8.874193548387098,0.40967741935483876,4.574193548387097,109.6,14.577419354838709,0.0,35074.34354838709,68.16129032258064,BABIA_GORA
2023,6,12.626666666666667,4.576666666666667,8.870000000000001,113.8,13.296666666666665,0.0,40574.08699999999,62.5,BABIA_GORA
2023,7,15.83548387096774,7.161290322580645,11.658064516129032,109.1,15.14516129032258,0.0,41416.132580645164,57.58064516129032,BABIA_GORA
2023,8,16.15806451612903,8.48709677419355,12.125806451612902,131.5,13.596774193548388,0.0,34141.28612903226,60.54838709677419,BABIA_GORA
2023,9,14.256666666666666,6.22,9.94,91.8,14.446666666666665,0.0,32017.813333333335,45.43333333333333,BABIA_GORA
2023,10,7.741935483870968,0.8161290322580645,4.196774193548387,104.0,18.593548387096774,3.5700000000000003,21949.995806451614,77.64516129032258,BABIA_GORA
2023,11,-1.6433333333333333,-6.473333333333333,-3.996666666666667,139.3,19.736666666666668,37.73,11704.145666666667,82.63333333333334,BABIA_GORA
2023,12,-4.274193548387097,-8.696774193548388,-6.458064516129032,119.4,17.01290322580645,68.11,9259.02129032258,88.70967741935483,BABIA_GORA
2024,1,-5.493548387096775,-11.0,-8.17741935483871,134.8,18.583870967741937,66.92,9882.060322580644,79.41935483870968,BABIA_GORA
2024,2,0.789655172413793,-4.075862068965518,-1.8241379310344827,109.3,19.21034482758621,15.05,13051.875172413793,89.62068965517241,BABIA_GORA
2024,3,2.9967741935483874,-4.267741935483872,-0.9032258064516129,58.5,17.75483870967742,4.76,24540.050322580642,72.87096774193549,BABIA_GORA
2024,4,6.996666666666667,-1.15,2.5966666666666667,94.7,18.009999999999998,22.68,29151.542333333335,78.23333333333333,BABIA_GORA
2024,5,12.293548387096775,3.193548387096774,7.751612903225807,91.39999999999999,13.44516129032258,0.0,42525.656129032264,58.38709677419355,BABIA_GORA
2024,6,14.626666666666667,6.126666666666666,10.543333333333333,138.0,13.973333333333333,0.0,38031.52866666667,68.6,BABIA_GORA
2024,7,16.787096774193547,8.470967741935485,12.716129032258063,111.5,14.751612903225807,0.0,43538.757419354835,60.096774193548384,BABIA_GORA
2024,8,17.4741935483871,8.880645161290323,12.899999999999999,81.3,12.167741935483871,0.0,36603.51903225807,55.12903225806452,BABIA_GORA
2024,9,12.71,5.16,8.626666666666667,130.6,15.836666666666668,0.0,28585.161666666667,59.53333333333333,BABIA_GORA
2024,10,6.787096774193548,-0.3451612903225806,2.806451612903226,60.6,14.248387096774193,0.7,22164.1935483871,61.0,BABIA_GORA
2024,11,-0.8066666666666668,-7.216666666666667,-4.3966666666666665,53.4,14.75,25.689999999999998,15958.082,71.13333333333334,BABIA_GORA
2024,12,-3.948387096774194,-8.661290322580646,-6.496774193548387,42.4,13.067741935483872,20.09,11796.571612903224,70.48387096774194,BABIA_GORA
