year,month,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,snowfall_sum,sunshine_duration,cloudcover_mean,location
2020,1,3.42258064516129,-1.1903225806451612,0.7774193548387097,27.3,21.96451612903226,7.0,15529.763870967741,68.19354838709677,KLODZKA_GORA
2020,2,5.872413793103449,0.9103448275862068,3.279310344827586,95.39999999999999,28.586206896551722,15.47,17017.422068965516,76.89655172413794,KLODZKA_GORA
2020,3,7.448387096774193,0.058064516129032226,3.706451612903226,39.7,22.187096774193545,8.19,28670.735161290322,57.29032258064516,KLODZKA_GORA
2020,4,13.906666666666666,3.32,8.65,13.700000000000001,17.2,0.42,40371.811,33.8,KLODZKA_GORA
2020,5,14.832258064516129,5.970967741935484,10.470967741935485,115.9,17.138709677419353,4.41,36126.20935483871,65.6774193548387,KLODZKA_GORA
2020,6,19.259999999999998,12.316666666666666,15.903333333333334,204.9,16.723333333333333,0.0,31497.453666666665,72.23333333333333,KLODZKA_GORA
2020,7,21.496774193548386,12.725806451612904,17.274193548387096,73.1,14.361290322580645,0.0,41630.62516129032,53.193548387096776,KLODZKA_GORA
2020,8,22.59032258064516,14.735483870967743,18.674193548387095,152.0,14.803225806451612,0.0,35019.27516129032,54.58064516129032,KLODZKA_GORA
2020,9,18.63,10.813333333333333,14.523333333333333,114.7,15.413333333333334,0.0,30072.91,57.266666666666666,KLODZKA_GORA
2020,10,12.19032258064516,7.190322580645161,9.570967741935483,131.5,20.603225806451615,0.0,16590.89741935484,76.87096774193549,KLODZKA_GORA
2020,11,7.41,2.67,4.733333333333333,27.700000000000003,17.773333333333333,2.94,15013.938666666665,70.43333333333334,KLODZKA_GORA
2020,12,3.703225806451613,-0.06451612903225809,1.6838709677419357,24.9,21.419354838709676,3.5,10163.3,84.96774193548387,KLODZKA_GORA
2021,1,0.5935483870967743,-4.064516129032258,-1.6483870967741936,60.5,17.887096774193548,36.12,9844.520322580645,86.96774193548387,KLODZKA_GORA
2021,2,2.2142857142857144,-4.160714285714286,-1.1321428571428571,58.8,18.257142857142856,27.37,16470.882142857143,70.89285714285714,KLODZKA_GORA
2021,3,6.674193548387097,-0.8806451612903226,2.7096774193548385,46.7,17.396774193548385,18.69,27174.753548387096,58.03225806451613,KLODZKA_GORA
2021,4,9.043333333333333,1.22,4.986666666666666,42.8,19.48,17.57,29627.768333333333,66.16666666666667,KLODZKA_GORA
2021,5,14.209677419354838,6.745161290322581,10.45483870967742,116.2,21.61935483870968,0.0,36113.98483870968,64.96774193548387,KLODZKA_GORA
2021,6,22.446666666666665,13.43,18.263333333333332,79.3,13.056666666666667,0.0,45547.225666666665,51.93333333333333,KLODZKA_GORA
2021,7,22.719354838709677,14.693548387096774,18.79032258064516,89.0,14.780645161290321,0.0,42949.6235483871,57.29032258064516,KLODZKA_GORA
2021,8,20.07741935483871,12.570967741935483,16.258064516129032,165.1,15.922580645161291,0.0,33918.315161290324,66.80645161290323,KLODZKA_GORA
2021,9,18.473333333333336,10.806666666666667,14.506666666666666,46.7,14.860000000000001,0.0,32448.341,56.7,KLODZKA_GORA
2021,10,12.474193548387097,5.632258064516129,8.648387096774194,32.7,22.625806451612902,0.56,26680.903548387098,56.193548387096776,KLODZKA_GORA
2021,11,6.033333333333333,1.8033333333333335,3.86,48.4,20.816666666666666,14.420000000000002,11243.629333333334,86.16666666666667,KLODZKA_GORA
2021,12,2.029032258064516,-2.448387096774194,-0.18709677419354828,48.9,18.677419354838708,21.7,6849.05935483871,87.51612903225806,KLODZKA_GORA
2022,1,2.141935483870968,-1.8903225806451613,0.20645161290322583,50.3,23.81935483870968,16.59,9798.106129032258,82.51612903225806,KLODZKA_GORA
2022,2,4.910714285714286,-0.2857142857142857,2.232142857142857,95.3,27.914285714285715,27.09,19918.492857142857,71.57142857142857,KLODZKA_GORA
2022,3,7.654838709677419,-1.7258064516129032,2.606451612903226,42.1,14.812903225806451,13.44,31571.578064516132,36.0,KLODZKA_GORA
2022,4,9.47,1.6866666666666668,5.596666666666667,74.4,19.826666666666664,18.62,28041.994,73.13333333333334,KLODZKA_GORA
2022,5,18.07741935483871,8.880645161290323,13.741935483870968,42.8,15.874193548387096,0.0,41121.355161290325,60.70967741935484,KLODZKA_GORA
2022,6,22.446666666666665,12.983333333333333,17.866666666666667,87.5,14.97,0.0,42013.31933333333,57.666666666666664,KLODZKA_GORA
2022,7,22.983870967741936,13.709677419354838,18.425806451612903,65.60000000000001,15.490322580645161,0.0,41174.45741935484,55.645161290322584,KLODZKA_GORA
2022,8,23.706451612903226,14.8,19.10967741935484,174.6,13.819354838709677,0.0,34862.918064516125,63.70967741935484,KLODZKA_GORA
2022,9,15.773333333333333,8.57,11.91,78.9,14.973333333333333,0.0,30099.408,69.5,KLODZKA_GORA
2022,10,15.606451612903227,8.080645161290322,11.516129032258064,46.199999999999996,18.83225806451613,0.0,26268.00483870968,63.61290322580645,KLODZKA_GORA
2022,11,7.073333333333333,2.0100000000000002,4.426666666666667,36.3,16.66,7.42,12940.984999999999,78.3,KLODZKA_GORA
2022,12,1.9967741935483874,-2.2096774193548385,-0.0677419354838709,59.0,19.651612903225807,25.76,8503.390000000001,94.54838709677419,KLODZKA_GORA
2023,1,3.6451612903225805,-0.14516129032258068,1.8483870967741935,67.5,21.616129032258065,19.04,7755.698387096774,91.90322580645162,KLODZKA_GORA
2023,2,3.3857142857142857,-2.4535714285714287,0.6428571428571429,49.2,21.060714285714287,13.86,14071.822142857143,81.71428571428571,KLODZKA_GORA
