year,month,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,snowfall_sum,sunshine_duration,cloudcover_mean,location
2020,1,-3.041935483870968,-6.835483870967742,-4.974193548387096,41.2,18.029032258064515,25.97,9887.131935483872,88.83870967741936,TARNICA
2020,2,-0.4379310344827586,-6.637931034482759,-3.086206896551724,139.5,20.56896551724138,67.48,16813.036896551723,76.6896551724138,TARNICA
2020,3,3.703225806451613,-3.5903225806451613,-0.08709677419354839,78.7,17.719354838709677,30.59,24964.225483870967,60.903225806451616,TARNICA
2020,4,9.496666666666666,-0.5066666666666666,4.54,28.4,16.306666666666665,4.55,41664.00633333333,37.7,TARNICA
2020,5,10.125806451612902,2.7161290322580647,6.464516129032258,173.8,18.20967741935484,7.49,31547.878709677418,75.61290322580645,TARNICA
2020,6,17.203333333333333,10.393333333333334,13.526666666666667,217.4,15.479999999999999,0.0,35614.51866666667,81.36666666666666,TARNICA
2020,7,17.799999999999997,10.316129032258065,14.151612903225805,193.70000000000002,13.983870967741936,0.0,41260.33451612903,60.83870967741935,TARNICA
2020,8,19.383870967741935,11.887096774193548,15.63225806451613,81.3,14.687096774193549,0.0,41048.343870967736,52.32258064516129,TARNICA
2020,9,16.11,8.35,12.083333333333334,84.0,15.086666666666668,0.0,32730.11133333333,58.43333333333333,TARNICA
2020,10,8.916129032258064,4.52258064516129,6.532258064516129,150.8,18.093548387096774,4.69,16221.481935483871,86.93548387096774,TARNICA
2020,11,2.1266666666666665,-1.82,0.05666666666666676,33.4,14.629999999999999,10.43,12304.249,86.76666666666667,TARNICA
2020,12,0.5193548387096775,-3.2193548387096773,-1.367741935483871,93.9,15.783870967741937,27.439999999999998,9699.829677419353,79.83870967741936,TARNICA
2021,1,-3.4225806451612906,-7.735483870967743,-5.4,140.6,17.032258064516128,75.32000000000001,10471.838709677419,90.58064516129032,TARNICA
2021,2,-1.6142857142857143,-7.421428571428572,-4.578571428571428,128.5,16.460714285714285,64.26,13434.127142857144,81.35714285714286,TARNICA
2021,3,0.6,-7.406451612903226,-3.2387096774193544,78.60000000000001,17.083870967741937,46.199999999999996,23990.71580645161,65.35483870967742,TARNICA
2021,4,4.8933333333333335,-2.8866666666666663,1.1066666666666665,132.5,16.84,38.36,27690.985666666664,71.13333333333334,TARNICA
2021,5,11.438709677419356,3.97741935483871,7.767741935483872,141.8,18.312903225806455,0.77,36286.14548387097,70.90322580645162,TARNICA
2021,6,18.396666666666665,9.943333333333333,14.346666666666666,69.5,14.44,0.0,47982.740666666665,49.266666666666666,TARNICA
2021,7,21.103225806451615,13.435483870967742,17.29032258064516,96.9,13.803225806451612,0.0,41180.268709677424,53.903225806451616,TARNICA
2021,8,17.019354838709678,9.683870967741935,13.338709677419354,184.3,14.635483870967741,0.0,33115.11419354839,63.12903225806452,TARNICA
2021,9,13.006666666666666,6.383333333333334,9.58,62.5,13.726666666666667,0.0,30303.894333333334,63.5,TARNICA
2021,10,8.158064516129032,1.2000000000000002,4.441935483870967,8.3,15.496774193548386,0.0,27585.047096774193,52.41935483870968,TARNICA
2021,11,3.2633333333333336,-1.2833333333333334,0.8233333333333334,92.1,16.396666666666665,19.25,12896.339666666667,76.06666666666666,TARNICA
2021,12,-3.390322580645161,-8.058064516129031,-5.583870967741936,139.4,18.1,86.17,5866.65129032258,95.38709677419355,TARNICA
2022,1,-4.5,-9.051612903225807,-6.512903225806451,164.6,19.006451612903227,75.39,8512.325161290322,90.58064516129032,TARNICA
2022,2,-1.2249999999999999,-5.803571428571429,-3.439285714285714,99.0,19.364285714285717,64.96,12980.035357142857,84.46428571428571,TARNICA
2022,3,1.525806451612903,-7.038709677419354,-2.996774193548387,49.2,15.248387096774193,6.2299999999999995,27035.20451612903,51.87096774193548,TARNICA
2022,4,5.823333333333333,-2.08,1.75,127.1,16.643333333333334,16.52,25339.80633333333,75.06666666666666,TARNICA
2022,5,14.264516129032257,4.793548387096774,9.693548387096774,55.300000000000004,14.138709677419355,0.0,42030.58290322581,62.774193548387096,TARNICA
2022,6,19.68,10.46,15.229999999999999,45.7,15.026666666666667,0.0,48219.670999999995,48.4,TARNICA
2022,7,20.67096774193548,11.103225806451613,15.819354838709677,104.5,14.85483870967742,0.0,44124.882580645164,58.12903225806452,TARNICA
2022,8,20.816129032258065,12.222580645161292,16.12258064516129,61.9,14.170967741935485,0.0,41465.15387096774,53.354838709677416,TARNICA
2022,9,11.193333333333333,5.573333333333333,8.266666666666667,201.5,15.146666666666667,1.19,21111.737,87.13333333333334,TARNICA
2022,10,9.896774193548387,3.764516129032258,6.738709677419355,68.0,15.45483870967742,0.0,24241.93129032258,69.80645161290323,TARNICA
2022,11,3.6599999999999997,-1.3466666666666667,1.04,43.3,12.753333333333332,10.219999999999999,10996.974666666667,87.0,TARNICA
2022,12,-1.0548387096774192,-5.1,-3.0774193548387094,160.4,17.067741935483873,39.76,6040.853225806452,93.06451612903226,TARNICA
2023,1,-0.31612903225806455,-3.6451612903225805,-1.864516129032258,165.9,20.638709677419353,64.68,5118.289032258064,95.45161290322581,TARNICA
2023,2,-2.3428571428571425,-7.060714285714285,-4.689285714285715,113.6,18.260714285714286,53.97,13035.124285714284,89.39285714285714,TARNICA
2023,3,3.264516129032258,-4.619354838709677,-0.8032258064516129,156.1,18.38064516129032,51.52,24883.26806451613,77.12903225806451,TARNICA
2023,4,6.576666666666667,-0.6533333333333334,2.9099999999999997,86.0,17.326666666666664,12.04,27157.97233333333,80.73333333333333,TARNICA
